ID,Life expectancy
1,72.39286467803028
2,75.77992773892774
3,75.12484225912975
4,75.77779999999998
5,54.120999999999974
6,53.571999999999946
7,65.30000000000001
8,74.07329688481455
9,77.14363749999998
10,56.43199999999996
11,53.97199999999999
12,54.26399999999998
13,62.42499999999998
14,73.98058276643994
15,69.34700000000001
16,62.499
17,58.59999999999998
18,79.08100000000002
19,72.527
20,79.243
21,81.29099999999997
22,83.49799999999999
23,72.71584615384617
24,67.90899999999996
25,72.32083333333334
26,68.93900000000002
27,54.667999999999964
28,62.64699999999998
29,82.63182500000008
30,74.12590000000002
31,67.39600000000006
32,74.03758928571423
33,63.863999999999976
34,71.7910544871795
35,78.64000000000007
36,62.77400000000002
37,64.35899999999992
38,72.39199999999997
39,62.72699999999999
40,73.85232098930477
41,55.18499999999999
42,60.26199999999995
43,75.36421796536798
44,80.99599999999995
45,76.39133333333334
46,62.26700000000002
47,80.85599999999998
48,74.44619387755101
49,61.762000000000015
50,71.33099999999997
51,53.95899999999997
52,65.12900000000002
53,82.37499999999999
54,80.66399999999997
55,75.03694826839822
56,54.22199999999997
57,73.69900000000003
58,74.517
59,63.672
60,68.83699999999999
61,78.333
62,55.15599999999998
63,74.5033875
64,73.22269270833335
65,54.89499999999999
66,56.85999999999994
67,55.626999999999974
68,77.13633333333333
69,58.33799999999997
70,71.91199999999999
71,82.07100000000005
72,78.03899999999993
73,74.40388570791947
74,53.647999999999946
75,53.00699999999996
76,68.57600000000001
77,64.31250000000004
78,75.64047499999998
79,58.76899999999997
80,65.57400000000003
81,63.28300000000006
82,62.62099999999999
83,63.77528571428567
84,64.63499999999995
85,63.371999999999986
86,80.15299999999999
87,73.19038333333332
88,67.25400000000008
89,72.204
90,79.704
91,73.07447307437187
92,63.389999999999965
93,73.33341511427638
94,76.5528333333333
95,75.14731993006998
96,69.36600000000004
97,80.665
98,70.99199999999993
99,68.89200000000002
100,62.199000000000005
101,82.645
102,52.699999999999946
103,74.26350000000001
104,55.025999999999996
105,75.14092819819064
106,81.42499999999994
107,69.13499999999993
108,66.72900000000003
109,63.96299999999999
110,61.53500000000001
111,64.35
112,61.18500000000007
113,56.574999999999946
114,69.44399999999997
115,64.087
116,77.41599999999993
117,64.51199999999996
118,55.09599999999998
119,60.530000000000044
120,63.83100000000003
121,64.678
122,71.25000000000001
123,82.39277631578949
124,64.12799999999997
125,59.74699999999995
126,65.99000000000005
127,72.71162500000003
128,63.081999999999965
129,73.72323939393941
130,72.47016666666667
131,74.34822733238988
132,82.94432631578948
133,64.86900000000006
134,67.0015
135,61.62600000000003
136,67.591
137,75.66702500000002
138,78.63414285714285
139,75.9586363636364
140,74.69895474983096
141,71.30133333333335
142,66.28599999999994
143,64.34100000000002
144,55.61499999999998
145,53.302999999999976
146,63.668
147,64.80900000000003
148,73.63795165945172
149,61.051
150,78.31899999999993
151,73.95082857142853
152,82.50399999999998
153,67.84699999999997
154,72.43703333333333
155,83.87900000000002
156,76.49658333333333
157,82.81399999999998
158,74.413
159,78.799
160,82.49100000000006
161,73.48933333333339
162,82.27799999999998
163,68.39099999999998
164,80.19600000000001
165,72.31464389880949
166,65.35700000000004
167,64.33899999999998
168,83.46410000000003
169,77.78499999999997
170,72.326
171,82.11062500000006
172,74.38905854341736
173,66.45400000000002
174,55.72199999999998
175,73.919
176,67.11800000000002
177,72.67521756756759
178,64.95800000000003
179,61.91300000000002
180,73.26764104923713
181,82.60350000000003
182,69.73000000000008
183,78.82300000000004
184,74.16189073342117
185,79.722
186,53.95599999999994
187,62.47099999999998
188,54.212999999999994
189,70.39419387755098
190,72.97081818181817
191,60.10599999999996
192,68.71500000000006
193,80.27700000000003
194,61.977999999999994
195,77.34296229885062
196,68.80700000000009
197,74.3307515761028
198,68.074
199,80.855
200,73.17946991921771
201,73.442
202,54.02399999999996
203,74.97427326839828
204,70.52685714285711
205,65.77800000000003
206,63.399999999999984
207,74.4838332750583
208,68.53400000000005
209,73.1891907242063
210,82.08016666666671
211,62.430999999999976
212,53.26999999999999
213,74.68800000000003
214,57.18599999999998
215,59.224999999999966
216,61.86699999999996
217,65.297
218,76.20877499999997
219,61.96299999999997
220,67.28499999999994
221,77.41333333333337
222,74.34264839743588
223,79.62099999999995
224,78.93399999999998
225,75.10573888888888
226,54.12699999999999
227,61.78700000000003
228,75.13926991921772
229,57.36999999999998
230,65.77000000000001
231,72.76050551399616
232,74.93847482517486
233,66.11500000000004
234,74.70192833268511
235,72.02099999999996
236,56.560999999999964
237,76.83499999999998
238,78.95500000000001
239,54.28099999999999
240,74.90391666666673
241,74.67000000000002
242,71.4
243,73.90488787878789
244,73.13576666666665
245,69.90499999999999
246,55.81899999999996
247,82.35700000000001
248,72.68200000000003
249,75.54351864801865
250,64.47800000000005
251,68.025
252,79.208
253,59.959999999999994
254,82.88
255,74.17957393162393
256,69.13300000000005
257,57.38999999999998
258,81.157
259,58.705999999999996
260,56.637999999999955
261,65.54899999999995
262,67.46799999999993
263,62.50499999999999
264,53.86199999999995
265,64.33899999999998
266,80.76650000000001
267,68.00599999999996
268,78.50100000000008
269,52.88399999999993
270,53.556
271,60.03899999999999
272,54.174999999999955
273,71.542
274,74.2086050607889
275,62.38400000000002
276,72.6227571095571
277,60.15599999999994
278,72.86731302211305
279,63.210000000000015
280,62.78599999999997
281,66.09099999999994
282,79.02799999999995
283,59.38899999999998
284,73.45150198412692
285,76.86425
286,62.58400000000003
287,72.64399999999995
288,54.28399999999997
289,62.00300000000006
290,74.78808134920631
291,65.08699999999995
292,74.39139387755102
293,64.60700000000001
294,75.59121624851333
295,76.29400000000004
296,65.634
297,77.41733333333329
298,73.18825660173158
299,63.188999999999986
300,73.11255555555553
301,76.09411312217196
302,74.27812609890105
303,73.06031818181822
304,74.60043750000001
305,79.75899999999999
306,54.17799999999995
307,52.85999999999996
308,53.65799999999997
309,73.71554003139717
310,77.93999999999994
311,69.48349999999996
312,59.46600000000004
313,73.44737936507937
314,62.36499999999995
315,63.757000000000055
316,67.649
317,62.37100000000003
318,73.0959589093702
319,59.97199999999999
320,81.91699999999997
321,56.655999999999956
322,79.53899999999997
323,53.65899999999997
324,72.17416666666664
325,69.62500000000004
326,77.39499999999994
327,73.61595645645647
328,72.0825
329,74.02653253968253
330,82.29900000000002
331,69.05499999999998
332,68.02950000000006
333,71.36029047619046
334,67.161
335,74.73436848072565
336,82.927
337,67.90699999999998
338,74.4194375
339,62.56000000000002
340,71.97918249812315
341,64.91699999999997
342,74.3002597222222
343,74.22178571428573
344,72.05979999999998
345,73.91375000000002
346,56.55399999999995
347,64.40099999999995
348,74.66861151959627
349,71.31699999999998
350,75.67663739009579
351,63.57600000000006
352,68.73200000000001
353,59.207999999999956
354,61.15200000000001
355,73.72730325255107
356,82.51450000000001
357,67.50100000000002
358,72.03833333333336
359,71.85
360,76.07729999999995
361,62.42799999999999
362,73.12752547477328
363,77.00900000000007
364,66.77999999999999
365,70.437
366,62.40100000000001
367,62.31399999999995
368,75.88200000000003
369,61.05500000000001
370,75.01938059440553
371,73.85549999999996
372,58.16499999999999
373,72.63125158279222
374,75.66600000000005
375,73.83811588686474
376,74.693
377,60.277
378,72.25183333333337
379,73.51845020371789
380,66.729
381,53.799999999999976
382,82.47764583333336
383,80.42299999999997
384,82.46972631578947
385,61.43800000000003
386,56.852999999999945
387,74.06053106060602
388,59.14500000000001
